network,quantity,symbol,unit,method,finite outputs,attempted samples,method converged samples,common converged samples,sigma calibration samples,MCS [%],MWS,MWIS,standardized MWS,standardized MWIS,component class,rated voltage [kV]
IEEE 33,Reactive power,sigma_Q,kvar,Gain inverse NumPy,64,1000,1000,1000,1,68.05624999999999,17.982336037176086,27.559527156149805,2.0061974747074984,3.0746758191202774,Branch terminal,12.66
MV Oberrhein,Voltage magnitude,sigma_|U|,V,Analytical UQ ILSE,2,1000,1000,1000,0,54.95000000000001,178.3324754405727,390.5608017005127,1.5041516053968798,3.2941989698263563,Node,110.0
MV Oberrhein,Voltage magnitude,sigma_|U|,V,Monte Carlo UQ ILSE,2,1000,1000,1000,1000,67.25,237.1203471787303,377.12022035342727,2.000000000000041,3.180833908523078,Node,110.0
MV Oberrhein,Voltage magnitude,sigma_|U|,V,Analytical UQ NRSE,2,1000,1000,1000,0,64.7,207.23878411264468,339.37852712305096,2.0397531423344595,3.340342012254869,Node,110.0
MV Oberrhein,Voltage magnitude,sigma_|U|,V,Monte Carlo UQ NRSE,2,1000,1000,1000,1000,64.2,203.19986748539668,339.83547831968787,1.9999999999999727,3.3448395663358994,Node,110.0
MV Oberrhein,Voltage magnitude,sigma_|U|,V,Gain inverse NumPy,2,1000,1000,1000,1,64.8,208.05086985579692,339.076983252239,2.0477461174599045,3.337374058834982,Node,110.0
MV Oberrhein,Active power,sigma_P,kW,Analytical UQ ILSE,2,1000,1000,1000,0,74.0,43.399501993258866,59.28348082167978,2.2208517592781454,3.033671278057756,Node,110.0
MV Oberrhein,Active power,sigma_P,kW,Monte Carlo UQ ILSE,2,1000,1000,1000,1000,69.30000000000001,39.0836550093405,58.64940158956195,1.999999999999913,3.0012239937919283,Node,110.0
MV Oberrhein,Active power,sigma_P,kW,Analytical UQ NRSE,2,1000,1000,1000,0,69.0,38.560492612965476,58.18163388568389,1.9887493796315918,3.0007056563691474,Node,110.0
MV Oberrhein,Active power,sigma_P,kW,Monte Carlo UQ NRSE,2,1000,1000,1000,1000,68.95,38.77863446032256,58.19060010645687,1.9999999999998912,3.0011680873390754,Node,110.0
MV Oberrhein,Active power,sigma_P,kW,Gain inverse NumPy,2,1000,1000,1000,1,80.80000000000001,49.979461199712006,60.75419548551965,2.577680307482058,3.133384985367584,Node,110.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Analytical UQ ILSE,2,1000,1000,1000,0,97.55,43.968496704110734,44.39926110223511,4.69060477372234,4.736559165927042,Node,110.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Monte Carlo UQ ILSE,2,1000,1000,1000,1000,69.05,18.747474504963495,28.59924646923277,1.9999999999999585,3.050997238231781,Node,110.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Analytical UQ NRSE,2,1000,1000,1000,0,68.19999999999999,18.052286222130498,27.844228607550605,1.9855290157005825,3.0625220063438183,Node,110.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Monte Carlo UQ NRSE,2,1000,1000,1000,1000,68.45,18.183855364874937,27.858629591270503,2.0000000000000497,3.0641059370813797,Node,110.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Gain inverse NumPy,2,1000,1000,1000,1,79.4,22.825929595958442,28.692217693485098,2.510570958461426,3.1557903555380755,Node,110.0
MV Oberrhein,Voltage magnitude,sigma_|U|,V,Analytical UQ ILSE,177,1000,1000,1000,0,52.02372881355932,31.52439477276804,73.25459893608888,1.4184275319927129,3.296061374849638,Node,20.0
MV Oberrhein,Voltage magnitude,sigma_|U|,V,Monte Carlo UQ ILSE,177,1000,1000,1000,1000,67.73502824858757,44.44977845076148,70.02621848410054,2.0000000000000124,3.15080168787214,Node,20.0
MV Oberrhein,Voltage magnitude,sigma_|U|,V,Analytical UQ NRSE,177,1000,1000,1000,0,65.26892655367233,38.979035939557704,63.36490499440494,2.0330478937781202,3.3049531250101873,Node,20.0
MV Oberrhein,Voltage magnitude,sigma_|U|,V,Monte Carlo UQ NRSE,177,1000,1000,1000,1000,64.74237288135592,38.34541828438782,63.43067661101522,2.0000000000000067,3.3083836061238627,Node,20.0
MV Oberrhein,Voltage magnitude,sigma_|U|,V,Gain inverse NumPy,177,1000,1000,1000,1,65.37118644067796,39.10923736365086,63.31868109725215,2.039838870636295,3.302542203485745,Node,20.0
MV Oberrhein,Active power,sigma_P,kW,Analytical UQ ILSE,159,1000,1000,1000,0,55.79811320754718,46.95708281644063,95.97892084413002,1.5423510898851176,3.152521074373724,Node,20.0
MV Oberrhein,Active power,sigma_P,kW,Monte Carlo UQ ILSE,159,1000,1000,1000,1000,67.99182389937107,60.89026438194204,93.2838683314376,2.0,3.063999451416486,Node,20.0
MV Oberrhein,Active power,sigma_P,kW,Analytical UQ NRSE,159,1000,1000,1000,0,67.52578616352201,57.78867122579275,89.30742359059887,1.9861951784398109,3.069493905500264,Node,20.0
MV Oberrhein,Active power,sigma_P,kW,Monte Carlo UQ NRSE,159,1000,1000,1000,1000,68.16163522012579,58.19032475064883,89.21731049022488,2.0,3.066396720503956,Node,20.0
MV Oberrhein,Active power,sigma_P,kW,Gain inverse NumPy,159,1000,1000,1000,1,69.074213836478,59.63526275502634,89.50199414125457,2.049662482915131,3.076181290438893,Node,20.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Analytical UQ ILSE,159,1000,1000,1000,0,91.91006289308176,46.95931369173926,49.9180492078024,3.4948255384922313,3.715021781373021,Node,20.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Monte Carlo UQ ILSE,159,1000,1000,1000,1000,68.22893081761006,26.873623976090588,40.99716837290945,2.0,3.051108284419292,Node,20.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Analytical UQ NRSE,159,1000,1000,1000,0,68.85660377358491,25.53209989127978,38.63332690106525,2.0172123411193965,3.0522998161207067,Node,20.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Monte Carlo UQ NRSE,159,1000,1000,1000,1000,68.20125786163523,25.314241213804436,38.63183420046667,1.9999999999999998,3.052181882457519,Node,20.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Gain inverse NumPy,159,1000,1000,1000,1,70.42955974842768,26.311163436306344,38.74508619484382,2.0787637452042813,3.061129572686163,Node,20.0
MV Oberrhein,Current magnitude,sigma_|I|,A,Analytical UQ ILSE,356,1000,1000,1000,0,55.05337078651685,0.9545081378308337,1.9963349645479367,1.5120148520415384,3.1623492733188843,Branch terminal,20.0
MV Oberrhein,Current magnitude,sigma_|I|,A,Monte Carlo UQ ILSE,356,1000,1000,1000,1000,68.19297752808988,1.262564500000839,1.9324293338729084,2.0,3.0611178024910797,Branch terminal,20.0
MV Oberrhein,Current magnitude,sigma_|I|,A,Analytical UQ NRSE,356,1000,1000,1000,0,67.62191011235954,1.1928680741391242,1.8440499914733843,1.9898791117179595,3.076146171188921,Branch terminal,20.0
MV Oberrhein,Current magnitude,sigma_|I|,A,Monte Carlo UQ NRSE,356,1000,1000,1000,1000,67.90168539325843,1.19893521884278,1.842344838894534,2.0,3.073301726298068,Branch terminal,20.0
MV Oberrhein,Current magnitude,sigma_|I|,A,Gain inverse NumPy,356,1000,1000,1000,1,70.41320224719102,1.2639478772017374,1.8578725668435976,2.1084506607816693,3.0992042566517117,Branch terminal,20.0
MV Oberrhein,Active power,sigma_P,kW,Analytical UQ ILSE,356,1000,1000,1000,0,57.022191011235954,33.69548497929832,66.79206073905863,1.578668151204324,3.1292767890664837,Branch terminal,20.0
MV Oberrhein,Active power,sigma_P,kW,Monte Carlo UQ ILSE,356,1000,1000,1000,1000,68.25224719101122,42.68849657047039,65.21113523793001,1.9999999999999993,3.055208802225166,Branch terminal,20.0
MV Oberrhein,Active power,sigma_P,kW,Analytical UQ NRSE,356,1000,1000,1000,0,67.80814606741573,40.57955476080097,62.55835798121545,1.986412947709377,3.062299057094726,Branch terminal,20.0
MV Oberrhein,Active power,sigma_P,kW,Monte Carlo UQ NRSE,356,1000,1000,1000,1000,68.18061797752809,40.857118664671496,62.47976518530764,1.9999999999999993,3.058451855017025,Branch terminal,20.0
MV Oberrhein,Active power,sigma_P,kW,Gain inverse NumPy,356,1000,1000,1000,1,70.81376404494381,43.16867982491817,63.13476590500332,2.113153410509363,3.0905148462950685,Branch terminal,20.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Analytical UQ ILSE,356,1000,1000,1000,0,91.72696629213483,33.710341216109846,35.69308708932991,3.584217550971962,3.7950309779958453,Branch terminal,20.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Monte Carlo UQ ILSE,356,1000,1000,1000,1000,68.23398876404495,18.810432534692723,28.738783201452332,1.9999999999999993,3.055621729957395,Branch terminal,20.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Analytical UQ NRSE,356,1000,1000,1000,0,68.67191011235954,17.863583808927906,27.095865641511967,2.0157912920693977,3.0575953064885155,Branch terminal,20.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Monte Carlo UQ NRSE,356,1000,1000,1000,1000,68.17640449438203,17.72364418797471,27.093880700960504,2.0,3.0573713186302163,Branch terminal,20.0
MV Oberrhein,Reactive power,sigma_Q,kvar,Gain inverse NumPy,356,1000,1000,1000,1,71.68623595505618,18.95310359636764,27.3619801291178,2.1387366385099407,3.0876246260554687,Branch terminal,20.0
LV Schutterwald,Voltage magnitude,sigma_|U|,V,Analytical UQ ILSE,14,1000,1000,1000,0,51.214285714285715,14.142135623733338,32.0356596570008,1.408857265194129,3.191432542713611,Node,20.0
LV Schutterwald,Voltage magnitude,sigma_|U|,V,Monte Carlo UQ ILSE,14,1000,1000,1000,1000,67.92142857142856,20.07603747109793,30.50525801952429,1.999999999999944,3.038972014615905,Node,20.0
LV Schutterwald,Voltage magnitude,sigma_|U|,V,Analytical UQ NRSE,14,1000,1000,1000,0,67.7857142857143,19.99999944712872,30.487552027765076,1.9924273276254199,3.0372116745854014,Node,20.0
LV Schutterwald,Voltage magnitude,sigma_|U|,V,Monte Carlo UQ NRSE,14,1000,1000,1000,1000,67.92857142857143,20.076013985377877,30.505132285901144,1.999999999999978,3.038963043970666,Node,20.0
LV Schutterwald,Voltage magnitude,sigma_|U|,V,Gain inverse NumPy,14,1000,1000,1000,1,67.7857142857143,19.999999992618022,30.48755201709353,1.992427381967811,3.037211673522288,Node,20.0
LV Schutterwald,Active power,sigma_P,kW,Analytical UQ ILSE,14,1000,1000,1000,0,64.72142857142858,7.996674921901076,13.110202388183826,1.835110875665529,3.008584845538873,Node,20.0
LV Schutterwald,Active power,sigma_P,kW,Monte Carlo UQ ILSE,14,1000,1000,1000,1000,68.60714285714286,8.715195390034372,13.08343031573804,2.000000000000001,3.002441076811347,Node,20.0
LV Schutterwald,Active power,sigma_P,kW,Analytical UQ NRSE,14,1000,1000,1000,0,68.1357142857143,8.631039551369728,13.073174514018932,1.9807725041582323,3.000216192419299,Node,20.0
LV Schutterwald,Active power,sigma_P,kW,Monte Carlo UQ NRSE,14,1000,1000,1000,1000,68.6,8.714821649887206,13.082424125773196,2.0000000000000004,3.0023389235837135,Node,20.0
LV Schutterwald,Active power,sigma_P,kW,Gain inverse NumPy,14,1000,1000,1000,1,76.30714285714285,10.142948849097648,13.274352683384965,2.327746741490442,3.0463853918471813,Node,20.0
LV Schutterwald,Reactive power,sigma_Q,kvar,Analytical UQ ILSE,14,1000,1000,1000,0,64.77857142857142,7.99663240449433,13.179764620860611,1.8782494400198064,3.095663807781306,Node,20.0
LV Schutterwald,Reactive power,sigma_Q,kvar,Monte Carlo UQ ILSE,14,1000,1000,1000,1000,67.84285714285716,8.514984468101323,13.1486077217571,2.0,3.088345673680127,Node,20.0
LV Schutterwald,Reactive power,sigma_Q,kvar,Analytical UQ NRSE,14,1000,1000,1000,0,68.02857142857144,8.562104500986143,13.146818620724606,2.0110863541501067,3.087954313753192,Node,20.0
LV Schutterwald,Reactive power,sigma_Q,kvar,Monte Carlo UQ NRSE,14,1000,1000,1000,1000,67.8142857142857,8.514904875484099,13.149020278631427,2.0,3.0884714441120202,Node,20.0
LV Schutterwald,Reactive power,sigma_Q,kvar,Gain inverse NumPy,14,1000,1000,1000,1,75.62142857142857,10.080234749127328,13.33698630382562,2.3676681998292404,3.13262132668684,Node,20.0
LV Schutterwald,Voltage magnitude,sigma_|U|,V,Analytical UQ ILSE,2926,1000,1000,1000,0,61.122043745727964,0.7530798388718494,1.3439041137728307,1.7191362491067972,3.0678742917505835,Node,0.4
LV Schutterwald,Voltage magnitude,sigma_|U|,V,Monte Carlo UQ ILSE,2926,1000,1000,1000,1000,68.49025974025975,0.8761141989334746,1.3311485285968865,2.0000000000000013,3.03875574717849,Node,0.4
LV Schutterwald,Voltage magnitude,sigma_|U|,V,Analytical UQ NRSE,2926,1000,1000,1000,0,68.42645249487354,0.8738983136044529,1.33079075040003,1.995041773324548,3.038091614631139,Node,0.4
LV Schutterwald,Voltage magnitude,sigma_|U|,V,Monte Carlo UQ NRSE,2926,1000,1000,1000,1000,68.49381408065618,0.8760701908994977,1.3310115426241165,2.000000000000004,3.038595666079025,Node,0.4
LV Schutterwald,Voltage magnitude,sigma_|U|,V,Gain inverse NumPy,2926,1000,1000,1000,1,73.4510936431989,0.9828906430613324,1.3454290301974805,2.2438627709776533,3.071509667087463,Node,0.4
LV Schutterwald,Active power,sigma_P,kW,Analytical UQ ILSE,1506,1000,1000,1000,0,63.98114209827358,6.946212374257821,11.62208183732613,1.8311120705129387,3.063732173764829,Node,0.4
LV Schutterwald,Active power,sigma_P,kW,Monte Carlo UQ ILSE,1506,1000,1000,1000,1000,68.20531208499337,7.586878472503345,11.580901378313328,2.0,3.0528764683091403,Node,0.4
LV Schutterwald,Active power,sigma_P,kW,Analytical UQ NRSE,1506,1000,1000,1000,0,68.2085657370518,7.5868621206416735,11.57813822683162,1.9999960058627748,3.052148548474196,Node,0.4
LV Schutterwald,Active power,sigma_P,kW,Monte Carlo UQ NRSE,1506,1000,1000,1000,1000,68.20564409030546,7.5868772721561415,11.580893874023582,2.0,3.052874973086883,Node,0.4
LV Schutterwald,Active power,sigma_P,kW,Gain inverse NumPy,1506,1000,1000,1000,1,81.2687250996016,9.995802415686203,12.139765548559913,2.635024149493184,3.200200850253076,Node,0.4
LV Schutterwald,Reactive power,sigma_Q,kvar,Analytical UQ ILSE,1506,1000,1000,1000,0,64.01155378486055,6.949885415650767,11.624158758255803,1.8300203597193467,3.060834232506003,Node,0.4
LV Schutterwald,Reactive power,sigma_Q,kvar,Monte Carlo UQ ILSE,1506,1000,1000,1000,1000,68.27456839309428,7.5954186834474395,11.583753667384766,1.9999999999999996,3.0501949004151756,Node,0.4
LV Schutterwald,Reactive power,sigma_Q,kvar,Analytical UQ NRSE,1506,1000,1000,1000,0,68.24774236387783,7.590552066091492,11.58074371939206,1.998718637378753,3.0494024815476255,Node,0.4
LV Schutterwald,Reactive power,sigma_Q,kvar,Monte Carlo UQ NRSE,1506,1000,1000,1000,1000,68.27476759628152,7.59541830864821,11.583743147225906,2.0,3.0501922807955304,Node,0.4
LV Schutterwald,Reactive power,sigma_Q,kvar,Gain inverse NumPy,1506,1000,1000,1000,1,81.23851261620186,9.999975931717081,12.144187701675957,2.6331600249932308,3.197766655682013,Node,0.4
LV Schutterwald,Current magnitude,sigma_|I|,A,Analytical UQ ILSE,2969,1000,1000,1000,0,62.70660154934321,10.08832361745484,17.440855262959058,2.2546128787395516,3.897810814084544,Branch terminal,0.4
LV Schutterwald,Current magnitude,sigma_|I|,A,Monte Carlo UQ ILSE,2969,1000,1000,1000,1000,57.862074772650715,8.949051708686014,17.993454030679057,1.9999999999999996,4.0213096574723055,Branch terminal,0.4
LV Schutterwald,Current magnitude,sigma_|I|,A,Analytical UQ NRSE,2969,1000,1000,1000,0,66.8978443920512,11.021380886229355,17.331697595069336,2.4631495085417345,3.873431365286417,Branch terminal,0.4
LV Schutterwald,Current magnitude,sigma_|I|,A,Monte Carlo UQ NRSE,2969,1000,1000,1000,1000,57.863388346244534,8.949014948552088,17.99338197827191,2.0,4.021310073056289,Branch terminal,0.4
LV Schutterwald,Current magnitude,sigma_|I|,A,Gain inverse NumPy,2969,1000,1000,1000,1,82.27396429774333,15.456831411785952,18.485617936315794,3.4544207380694565,4.131319042953814,Branch terminal,0.4
LV Schutterwald,Active power,sigma_P,kW,Analytical UQ ILSE,2970,1000,1000,1000,0,63.36636363636363,6.395010209545112,10.69281123089372,1.8311009758344416,3.06170223936135,Branch terminal,0.4
LV Schutterwald,Active power,sigma_P,kW,Monte Carlo UQ ILSE,2970,1000,1000,1000,1000,68.20023569023569,6.984879909892325,10.655635652812938,2.0,3.0510576531808113,Branch terminal,0.4
LV Schutterwald,Active power,sigma_P,kW,Analytical UQ NRSE,2970,1000,1000,1000,0,68.21491582491583,6.98510076736137,10.65301456431254,2.0000698961132874,3.050317302864992,Branch terminal,0.4
LV Schutterwald,Active power,sigma_P,kW,Monte Carlo UQ NRSE,2970,1000,1000,1000,1000,68.22272727272727,6.984856660195161,10.655597889823511,2.0,3.051056996071781,Branch terminal,0.4
LV Schutterwald,Active power,sigma_P,kW,Gain inverse NumPy,2970,1000,1000,1000,1,83.72555555555556,9.80358153167945,11.47830901398047,2.8070959816677274,3.2866269337758345,Branch terminal,0.4
LV Schutterwald,Reactive power,sigma_Q,kvar,Analytical UQ ILSE,2970,1000,1000,1000,0,64.0293265993266,6.402738766806766,10.699483215179386,1.8318055166720701,3.0610919940562558,Branch terminal,0.4
LV Schutterwald,Reactive power,sigma_Q,kvar,Monte Carlo UQ ILSE,2970,1000,1000,1000,1000,68.25333333333333,6.990631602026106,10.663428490915136,2.0,3.05077683905544,Branch terminal,0.4
LV Schutterwald,Reactive power,sigma_Q,kvar,Analytical UQ NRSE,2970,1000,1000,1000,0,68.24491582491584,6.987028479130711,10.660566834397812,1.9989690465694856,3.0499579591663224,Branch terminal,0.4
LV Schutterwald,Reactive power,sigma_Q,kvar,Monte Carlo UQ NRSE,2970,1000,1000,1000,1000,68.26414141414142,6.990631987145018,10.663429946052736,2.0000000000000004,3.0507770872967077,Branch terminal,0.4
LV Schutterwald,Reactive power,sigma_Q,kvar,Gain inverse NumPy,2970,1000,1000,1000,1,83.68390572390574,9.805967389136818,11.484993648687412,2.8054594798206764,3.2858241343005954,Branch terminal,0.4
